source_pkg,source_pkg_go_version,source_pkg_origin,source_func,source_func_name,source_func_signature,target_pkg,target_pkg_go_version,target_pkg_origin,target_func,target_func_name,target_func_signature
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.init,init,func(),golang.org/x/tools/go/callgraph/vta,go1.23.0,golang.org,golang.org/x/tools/go/callgraph/vta.init,init,func()
unknown,go1.25.0,stdlib,(*math/big.nat).sub,sub,"func(x math/big.nat, y math/big.nat) math/big.nat",math/big,go1.25.0,stdlib,(math/big.nat).sub,sub,"func(x math/big.nat, y math/big.nat) math/big.nat"
unknown,go1.25.0,stdlib,(*time.Time).Weekday,Weekday,func() time.Weekday,time,go1.25.0,stdlib,(time.Time).Weekday,Weekday,func() time.Weekday
unknown,go1.25.0,stdlib,(*go/token.Pos).IsValid,IsValid,func() bool,go/token,go1.25.0,stdlib,(go/token.Pos).IsValid,IsValid,func() bool
unknown,go1.25.0,stdlib,(*go/types.PkgName).Pkg,Pkg,func() *go/types.Package,go/types,go1.25.0,stdlib,(*go/types.object).Pkg,Pkg,func() *go/types.Package
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).TTY,TTY,func() github.com/muesli/termenv.File,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).TTY,TTY,func() github.com/muesli/termenv.File
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).DisableMouseAllMotion,DisableMouseAllMotion,func(),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).DisableMouseAllMotion,DisableMouseAllMotion,func()
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal,makeRawTerminal,"func() (*golang.org/x/term.Terminal, func(), error)",golang.org/x/term,go1.23.0,golang.org,golang.org/x/term.MakeRaw,MakeRaw,"func(fd int) (*golang.org/x/term.State, error)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal,makeRawTerminal,"func() (*golang.org/x/term.Terminal, func(), error)",fmt,go1.25.0,stdlib,fmt.Errorf,Errorf,"func(format string, a ...any) error"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal,makeRawTerminal,"func() (*golang.org/x/term.Terminal, func(), error)",golang.org/x/term,go1.23.0,golang.org,golang.org/x/term.GetSize,GetSize,"func(fd int) (width int, height int, err error)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal,makeRawTerminal,"func() (*golang.org/x/term.Terminal, func(), error)",fmt,go1.25.0,stdlib,fmt.Errorf,Errorf,"func(format string, a ...any) error"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal,makeRawTerminal,"func() (*golang.org/x/term.Terminal, func(), error)",golang.org/x/term,go1.23.0,golang.org,golang.org/x/term.NewTerminal,NewTerminal,"func(c io.ReadWriter, prompt string) *golang.org/x/term.Terminal"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal,makeRawTerminal,"func() (*golang.org/x/term.Terminal, func(), error)",golang.org/x/term,go1.23.0,golang.org,(*golang.org/x/term.Terminal).SetSize,SetSize,"func(width int, height int) error"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal,makeRawTerminal,"func() (*golang.org/x/term.Terminal, func(), error)",fmt,go1.25.0,stdlib,fmt.Errorf,Errorf,"func(format string, a ...any) error"
unknown,go1.25.0,stdlib,(*math/big.nat).expWW,expWW,"func(stk *math/big.stack, x math/big.Word, y math/big.Word) math/big.nat",math/big,go1.25.0,stdlib,(math/big.nat).expWW,expWW,"func(stk *math/big.stack, x math/big.Word, y math/big.Word) math/big.nat"
unknown,go1.25.0,stdlib,(*go/types.termlist).union,union,func(yl go/types.termlist) go/types.termlist,go/types,go1.25.0,stdlib,(go/types.termlist).union,union,func(yl go/types.termlist) go/types.termlist
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/callgraph.Edge).String,String,func() string,golang.org/x/tools/go/callgraph,go1.23.0,golang.org,(golang.org/x/tools/go/callgraph.Edge).String,String,func() string
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).Inline,Inline,func(v bool) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Inline,Inline,func(v bool) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.Func).setScopePos,setScopePos,func(pos go/token.Pos),go/types,go1.25.0,stdlib,(*go/types.object).setScopePos,setScopePos,func(pos go/token.Pos)
unknown,go1.25.0,stdlib,(*net/url.Values).Set,Set,"func(key string, value string)",net/url,go1.25.0,stdlib,(net/url.Values).Set,Set,"func(key string, value string)"
unknown,go1.25.0,stdlib,(*time.Time).IsDST,IsDST,func() bool,time,go1.25.0,stdlib,(time.Time).IsDST,IsDST,func() bool
unknown,go1.25.0,stdlib,(*time.Duration).Hours,Hours,func() float64,time,go1.25.0,stdlib,(time.Duration).Hours,Hours,func() float64
unknown,go1.25.0,stdlib,(*go/types.Func).setOrder,setOrder,func(order uint32),go/types,go1.25.0,stdlib,(*go/types.object).setOrder,setOrder,func(order uint32)
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).InsertLines,InsertLines,func(n int),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).InsertLines,InsertLines,func(n int)
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).EnableMouseHilite,EnableMouseHilite,func(),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).EnableMouseHilite,EnableMouseHilite,func()
unknown,go1.25.0,stdlib,(*go/types.Builtin).scopePos,scopePos,func() go/token.Pos,go/types,go1.25.0,stdlib,(*go/types.object).scopePos,scopePos,func() go/token.Pos
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.WalkSSA,WalkSSA,"func(v golang.org/x/tools/go/ssa.Value, visit func(v golang.org/x/tools/go/ssa.Value) error) error",github.com/picatz/taint/xss,go1.24.4,github.com,github.com/picatz/taint/xss.run$1,run$1,func(v golang.org/x/tools/go/ssa.Value) error
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.WalkSSA,WalkSSA,"func(v golang.org/x/tools/go/ssa.Value, visit func(v golang.org/x/tools/go/ssa.Value) error) error",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.walkSSA,walkSSA,"func(v golang.org/x/tools/go/ssa.Value, visit func(v golang.org/x/tools/go/ssa.Value) error, visited github.com/picatz/taint.valueSet) error"
flag,go1.25.0,stdlib,(*flag.FlagSet).Visit,Visit,func(fn func(*flag.Flag)),github.com/picatz/taint/cmd/taint,go1.24.4,github.com,(github.com/picatz/taint/cmd/taint.commands).eval$2,eval$2,func(f *flag.Flag)
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).BorderRightBackground,BorderRightBackground,func(c github.com/charmbracelet/lipgloss.TerminalColor) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).BorderRightBackground,BorderRightBackground,func(c github.com/charmbracelet/lipgloss.TerminalColor) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).CursorForward,CursorForward,func(n int),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).CursorForward,CursorForward,func(n int)
unknown,go1.25.0,stdlib,(*go/token.Token).Precedence,Precedence,func() int,go/token,go1.25.0,stdlib,(go/token.Token).Precedence,Precedence,func() int
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).DeleteLines,DeleteLines,func(n int),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).DeleteLines,DeleteLines,func(n int)
unknown,go1.25.0,stdlib,(*time.absDays).date,date,"func() (year int, month time.Month, day int)",time,go1.25.0,stdlib,(time.absDays).date,date,"func() (year int, month time.Month, day int)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.terminalWriteFn,terminalWriteFn,func(fn func(bt *bufio.Writer) error) github.com/picatz/taint/cmd/taint.commandFn,github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$1,init$1,func(bt *bufio.Writer) error
unknown,go1.25.0,stdlib,(*math/big.nat).add,add,"func(x math/big.nat, y math/big.nat) math/big.nat",math/big,go1.25.0,stdlib,(math/big.nat).add,add,"func(x math/big.nat, y math/big.nat) math/big.nat"
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).Name,Name,func() string,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Profile).Name,Name,func() string
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetBorderTopBackground,GetBorderTopBackground,func() github.com/charmbracelet/lipgloss.TerminalColor,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetBorderTopBackground,GetBorderTopBackground,func() github.com/charmbracelet/lipgloss.TerminalColor
unknown,go1.25.0,stdlib,(*go/types.Var).Exported,Exported,func() bool,go/types,go1.25.0,stdlib,(*go/types.object).Exported,Exported,func() bool
unknown,go1.25.0,stdlib,(*go/types.termlist).subsetOf,subsetOf,func(yl go/types.termlist) bool,go/types,go1.25.0,stdlib,(go/types.termlist).subsetOf,subsetOf,func(yl go/types.termlist) bool
unknown,go1.25.0,stdlib,(*go/types.Func).Parent,Parent,func() *go/types.Scope,go/types,go1.25.0,stdlib,(*go/types.object).Parent,Parent,func() *go/types.Scope
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).Color,Color,func(s string) github.com/muesli/termenv.Color,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Profile).Color,Color,func(s string) github.com/muesli/termenv.Color
unknown,go1.25.0,stdlib,(*net.IP).AppendText,AppendText,"func(b []byte) ([]byte, error)",net,go1.25.0,stdlib,(net.IP).AppendText,AppendText,"func(b []byte) ([]byte, error)"
unknown,go1.25.0,stdlib,(*math/big.nat).xor,xor,"func(x math/big.nat, y math/big.nat) math/big.nat",math/big,go1.25.0,stdlib,(math/big.nat).xor,xor,"func(x math/big.nat, y math/big.nat) math/big.nat"
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetColorWhitespace,GetColorWhitespace,func() bool,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetColorWhitespace,GetColorWhitespace,func() bool
unknown,go1.25.0,stdlib,(*net.IP).Equal,Equal,func(x net.IP) bool,net,go1.25.0,stdlib,(net.IP).Equal,Equal,func(x net.IP) bool
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetInline,UnsetInline,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetInline,UnsetInline,func() github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.Const).order,order,func() uint32,go/types,go1.25.0,stdlib,(*go/types.object).order,order,func() uint32
unknown,go1.25.0,stdlib,(*time.Time).MarshalBinary,MarshalBinary,"func() ([]byte, error)",time,go1.25.0,stdlib,(time.Time).MarshalBinary,MarshalBinary,"func() ([]byte, error)"
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Style).Overline,Overline,func() github.com/muesli/termenv.Style,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Style).Overline,Overline,func() github.com/muesli/termenv.Style
unknown,go1.25.0,stdlib,(*go/types.PkgName).scopePos,scopePos,func() go/token.Pos,go/types,go1.25.0,stdlib,(*go/types.object).scopePos,scopePos,func() go/token.Pos
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).SetString,SetString,func(strs ...string) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).SetString,SetString,func(strs ...string) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetBorderRightBackground,GetBorderRightBackground,func() github.com/charmbracelet/lipgloss.TerminalColor,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetBorderRightBackground,GetBorderRightBackground,func() github.com/charmbracelet/lipgloss.TerminalColor
unknown,go1.25.0,stdlib,(*go/types.color).String,String,func() string,go/types,go1.25.0,stdlib,(go/types.color).String,String,func() string
github.com/picatz/taint/cmd/sqli,go1.24.4,github.com,github.com/picatz/taint/cmd/sqli.init,init,func(),github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.init,init,func()
github.com/picatz/taint/cmd/sqli,go1.24.4,github.com,github.com/picatz/taint/cmd/sqli.init,init,func(),golang.org/x/tools/go/analysis/singlechecker,go1.23.0,golang.org,golang.org/x/tools/go/analysis/singlechecker.init,init,func()
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.props).has,has,func(k github.com/charmbracelet/lipgloss.propKey) bool,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.props).has,has,func(k github.com/charmbracelet/lipgloss.propKey) bool
unknown,go1.25.0,stdlib,(*go/types.Label).Type,Type,func() go/types.Type,go/types,go1.25.0,stdlib,(*go/types.object).Type,Type,func() go/types.Type
unknown,go1.25.0,stdlib,(*math/big.nat).isPow2,isPow2,"func() (uint, bool)",math/big,go1.25.0,stdlib,(math/big.nat).isPow2,isPow2,"func() (uint, bool)"
unknown,go1.25.0,stdlib,(*go/types.Checker).recordTypes,recordTypes,func() bool,go/types,go1.25.0,stdlib,(*go/types.Info).recordTypes,recordTypes,func() bool
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/ssa.Alloc).Block,Block,func() *golang.org/x/tools/go/ssa.BasicBlock,golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.anInstruction).Block,Block,func() *golang.org/x/tools/go/ssa.BasicBlock
unknown,go1.25.0,stdlib,(*crypto/x509.OID).AppendBinary,AppendBinary,"func(b []byte) ([]byte, error)",crypto/x509,go1.25.0,stdlib,(crypto/x509.OID).AppendBinary,AppendBinary,"func(b []byte) ([]byte, error)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,(github.com/picatz/taint.valueSet).includes,includes,func(sv golang.org/x/tools/go/ssa.Value) bool
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,(github.com/picatz/taint.valueSet).add,add,func(sv golang.org/x/tools/go/ssa.Value)
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Parameter).Type,Type,func() go/types.Type
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",unknown,go1.25.0,stdlib,(go/types.Type).String,String,func() string
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,(github.com/picatz/taint.stringSet).includes,includes,"func(str string) (string, bool)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.protoMessageSource,protoMessageSource,"func(sources github.com/picatz/taint.Sources, t go/types.Type) (bool, string)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Parameter).Referrers,Referrers,func() *[]golang.org/x/tools/go/ssa.Instruction
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAInstruction,checkSSAInstruction,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, i golang.org/x/tools/go/ssa.Instruction, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Parent,Parent,func() *golang.org/x/tools/go/ssa.Function
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Function).DomPreorder,DomPreorder,func() []*golang.org/x/tools/go/ssa.BasicBlock
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Pos,Pos,func() go/token.Pos
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Function).Pos,Pos,func() go/token.Pos
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAInstruction,checkSSAInstruction,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, i golang.org/x/tools/go/ssa.Instruction, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).String,String,func() string
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,(github.com/picatz/taint.stringSet).includes,includes,"func(str string) (string, bool)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Alloc).Referrers,Referrers,func() *[]golang.org/x/tools/go/ssa.Instruction
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAInstruction,checkSSAInstruction,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, i golang.org/x/tools/go/ssa.Instruction, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.FreeVar).Referrers,Referrers,func() *[]golang.org/x/tools/go/ssa.Instruction
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.FreeVar).Parent,Parent,func() *golang.org/x/tools/go/ssa.Function
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Function).Parent,Parent,func() *golang.org/x/tools/go/ssa.Function
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.Function).DomPreorder,DomPreorder,func() []*golang.org/x/tools/go/ssa.BasicBlock
github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.checkSSAValue,checkSSAValue,"func(path github.com/picatz/taint/callgraphutil.Path, sources github.com/picatz/taint.Sources, v golang.org/x/tools/go/ssa.Value, visited github.com/picatz/taint.valueSet) (bool, string, golang.org/x/tools/go/ssa.Value)"
